name,description,retired,uuid
"Mzuzu Urban Health Centre","Health Centre , Public Health Facility",0,ba1e5be8-8d80-11d8-abbb-0024217bb78e
"Nakalanzi Health Centre","Health Centre , Private Health Facility",0,ba1e5cf6-8d80-11d8-abbb-0024217bb78e
"Nalunga Mafika Health Centre","Health Centre , Public Health Facility",0,ba1e5df0-8d80-11d8-abbb-0024217bb78e
"Namadzi Health Centre","Health Centre , Public Health Facility",0,ba1e5eea-8d80-11d8-abbb-0024217bb78e
"Namalaka Health Centre","Health Centre , Private Health Facility",0,ba1e5fe4-8d80-11d8-abbb-0024217bb78e
"Namandanje Health Centre","Health Centre , Private Health Facility",0,ba1e60d4-8d80-11d8-abbb-0024217bb78e
"Namanja Health Centre","Health Centre , Public Health Facility",0,ba1e61ce-8d80-11d8-abbb-0024217bb78e
"Namanolo Health Centre","Health Centre , Public Health Facility",0,ba1e62be-8d80-11d8-abbb-0024217bb78e
"Namasalima Health Centre (Mulanje)","Health Centre , Private Health Facility",0,ba1e63b8-8d80-11d8-abbb-0024217bb78e
"Namasalima Health Centre (Zomba)","Health Centre , Public Health Facility",0,ba1e64b2-8d80-11d8-abbb-0024217bb78e
"Nambazo Health Centre","Health Centre , Public Health Facility",0,ba1e65a2-8d80-11d8-abbb-0024217bb78e
"Nambuma Health Centre","Health Centre , Private Health Facility",0,ba1e669c-8d80-11d8-abbb-0024217bb78e
"Namikango Health Centre","Health Centre , Private Health Facility",0,ba1e6796-8d80-11d8-abbb-0024217bb78e
"Namikoko Health Centre","Dispensary , Public Health Facility",0,ba1e6886-8d80-11d8-abbb-0024217bb78e
"Namisu Dispensary","Dispensary , Private Health Facility",0,ba1e6976-8d80-11d8-abbb-0024217bb78e
"Namitambo Health Centre","Health Centre , Public Health Facility",0,ba1e6a70-8d80-11d8-abbb-0024217bb78e
"Namizana Dispensary","Dispensary , Public Health Facility",0,ba1e6b60-8d80-11d8-abbb-0024217bb78e
"Namphungo Health Centre","Health Centre , Public Health Facility",0,ba1e7056-8d80-11d8-abbb-0024217bb78e
"Namulenga Health Centre","Health Centre , Private Health Facility",0,ba1e7150-8d80-11d8-abbb-0024217bb78e
"Namwera Health Centre","Health Centre , Public Health Facility",0,ba1e7240-8d80-11d8-abbb-0024217bb78e
"Nancholi Dispensary","Dispensary , Public Health Facility",0,ba1e733a-8d80-11d8-abbb-0024217bb78e
"Nangalamu Health Centre","Health Centre , Public Health Facility",0,ba1e742a-8d80-11d8-abbb-0024217bb78e
"Nankhwali Health Centre","Health Centre , Private Health Facility",0,ba1e7524-8d80-11d8-abbb-0024217bb78e
"Nankumba Health Centre","Health Centre , Public Health Facility",0,ba1e761e-8d80-11d8-abbb-0024217bb78e
"Naphimba Health Centre","Health Centre , Public Health Facility",0,ba1e770e-8d80-11d8-abbb-0024217bb78e
"Nasawa Health Centre","Health Centre , Public Health Facility",0,ba1e7808-8d80-11d8-abbb-0024217bb78e
"Nathenje Health Centre","Health Centre , Public Health Facility",0,ba1e78f8-8d80-11d8-abbb-0024217bb78e
"Nayinunje Health Centre","Health Centre , Public Health Facility",0,ba1e79f2-8d80-11d8-abbb-0024217bb78e
"Nayuchi Health Centre","Health Centre , Public Health Facility",0,ba1e7aec-8d80-11d8-abbb-0024217bb78e
"Ndakwela Health Centre","Health Centre , Public Health Facility",0,ba1e7bdc-8d80-11d8-abbb-0024217bb78e
"Ndamera Health Centre","Health Centre , Public Health Facility",0,ba1e7ce0-8d80-11d8-abbb-0024217bb78e
"Ndaula Health Centre","Health Centre , Public Health Facility",0,ba1e7dda-8d80-11d8-abbb-0024217bb78e
"Ndinda Dispensary","Dispensary , Public Health Facility",0,ba1e7ec0-8d80-11d8-abbb-0024217bb78e
"Ndirande Urban Health Centre","Health Centre , Public Health Facility",0,ba1e7fb0-8d80-11d8-abbb-0024217bb78e
"Ndunde Health Centre","Health Centre , Public Health Facility",0,ba1e8096-8d80-11d8-abbb-0024217bb78e
"Neno District Hospital","District Hospital , Public Health Facility",0,ba1e8186-8d80-11d8-abbb-0024217bb78e
"Neno Parish Health Centre","Health Centre , Private Health Facility",0,ba1e826c-8d80-11d8-abbb-0024217bb78e
"New State House Dispensary","Dispensary , Public Health Facility",0,ba1e8352-8d80-11d8-abbb-0024217bb78e
"Newa / Mpasazi Health Centre","Health Centre , Private Health Facility",0,ba1e88f2-8d80-11d8-abbb-0024217bb78e
"Ngabu Rural Hospital","Rural Hospital , Public Health Facility",0,ba1e89e2-8d80-11d8-abbb-0024217bb78e
"Ngala Health Centre","Health Centre , Public Health Facility",0,ba1e8c12-8d80-11d8-abbb-0024217bb78e
"Ngana Health Centre","Health Centre , Public Health Facility",0,ba1e8d0c-8d80-11d8-abbb-0024217bb78e
"Ngapani Health Centre","Health Centre , Public Health Facility",0,ba1e8dfc-8d80-11d8-abbb-0024217bb78e
"Ngodzi Health Centre","Health Centre , Private Health Facility",0,ba1e8eec-8d80-11d8-abbb-0024217bb78e
"Ngokwe Health Centre","Health Centre , Public Health Facility",0,ba1e95c2-8d80-11d8-abbb-0024217bb78e
"Ngoni Health Centre","Health Centre , Public Health Facility",0,ba1e96b2-8d80-11d8-abbb-0024217bb78e
"Nguludi St Josephs Hospital","Hospital , Private Health Facility",0,ba1e9798-8d80-11d8-abbb-0024217bb78e
"Ngwelero Health Centre","Health Centre , Public Health Facility",0,ba1e9888-8d80-11d8-abbb-0024217bb78e
"Njuyu Health Centre","Health Centre , Public Health Facility",0,ba1e996e-8d80-11d8-abbb-0024217bb78e
"Nkalo Health Centre","Health Centre , Public Health Facility",0,ba1eb20a-8d80-11d8-abbb-0024217bb78e
"Nkasala Health Centre","Health Centre , Private Health Facility",0,ba1eb39a-8d80-11d8-abbb-0024217bb78e
"Nkhamenya Hospital","Hospital , Private Health Facility",0,ba1eb520-8d80-11d8-abbb-0024217bb78e
"Nkhande Dispensary","Dispensary , Public Health Facility",0,ba1ebcb4-8d80-11d8-abbb-0024217bb78e
"Nkhata Bay District Health Office","District Health Office , Public Health Facility",0,ba1ebe26-8d80-11d8-abbb-0024217bb78e
"Nkhata Bay District Hospital","District Hospital , Public Health Facility",0,ba1ec506-8d80-11d8-abbb-0024217bb78e
"Nkhata Bay Health Area","Health Area , Public Administrative Unit",0,ba1ec682-8d80-11d8-abbb-0024217bb78e
"Nkhata Bay Health District","Health District , Public Administrative Unit",0,ba1ecdbc-8d80-11d8-abbb-0024217bb78e
"Nkhataombere Maternity","Maternity , Public Health Facility",0,ba1ed3fc-8d80-11d8-abbb-0024217bb78e
"Nkhoma Hospital","Hospital , Private Health Facility",0,ba1ed9f6-8d80-11d8-abbb-0024217bb78e
"Nkhorongo Health Centre","Health Centre , Private Health Facility",0,ba1ee720-8d80-11d8-abbb-0024217bb78e
"Nkhotakota District Health Office","District Health Office , Public Health Facility",0,ba1ee824-8d80-11d8-abbb-0024217bb78e
"Nkhotakota District Hospital","District Hospital , Public Health Facility",0,ba1ee91e-8d80-11d8-abbb-0024217bb78e
"Nkhotakota Health Area","Health Area , Public Administrative Unit",0,ba1eea22-8d80-11d8-abbb-0024217bb78e
"Nkhotakota Health District","Health District , Public Administrative Unit",0,ba1eeb1c-8d80-11d8-abbb-0024217bb78e
"Nkhulambe Health Centre","Health Centre , Public Health Facility",0,ba1eec16-8d80-11d8-abbb-0024217bb78e
"Nkhunga Health Centre","Health Centre , Public Health Facility",0,ba1eed10-8d80-11d8-abbb-0024217bb78e
"Nkhuyukuyu Health Centre","Health Centre , Public Health Facility",0,ba1eee00-8d80-11d8-abbb-0024217bb78e
"Nkhwazi Health Centre","Health Centre , Public Health Facility",0,ba1eeefa-8d80-11d8-abbb-0024217bb78e
"Nkope Health Centre","Health Centre , Private Health Facility",0,ba1eeff4-8d80-11d8-abbb-0024217bb78e
"Nkula Health Centre","Health Centre , Private Health Facility",0,ba1ef0e4-8d80-11d8-abbb-0024217bb78e
"Nsabwe Dispensary","Dispensary , Public Health Facility",0,ba1f8158-8d80-11d8-abbb-0024217bb78e
"Nsambe Sda Health Centre","Health Centre , Private Health Facility",0,ba1f825c-8d80-11d8-abbb-0024217bb78e
"Nsanama Health Centre","Health Centre , Private Health Facility",0,ba1f8360-8d80-11d8-abbb-0024217bb78e
"Nsanje District Health Office","District Health Office , Public Health Facility",0,ba1f8450-8d80-11d8-abbb-0024217bb78e
"Nsanje District Hospital","District Hospital , Public Health Facility",0,ba1f854a-8d80-11d8-abbb-0024217bb78e
"Nsanje Health Area","Health Area , Public Administrative Unit",0,ba1f863a-8d80-11d8-abbb-0024217bb78e
"Nsanje Health District","Health District , Public Administrative Unit",0,ba1f8734-8d80-11d8-abbb-0024217bb78e
"Nsaru Health Centre","Health Centre , Public Health Facility",0,ba1f882e-8d80-11d8-abbb-0024217bb78e
"Nsipe Health Centre","Health Centre , Private Health Facility",0,ba1f8928-8d80-11d8-abbb-0024217bb78e
"Nsiyaludzu Health Centre","Health Centre , Public Health Facility",0,ba1f8a18-8d80-11d8-abbb-0024217bb78e
"Ntaja Health Centre","Health Centre , Public Health Facility",0,ba1f8b12-8d80-11d8-abbb-0024217bb78e
"Ntcheu District Health Office","arv code:DZA",0,ba1f8c0c-8d80-11d8-abbb-0024217bb78e
"Ntcheu District Hospital","Health District , Public Administrative Unit arv code:NCH",0,ba1f8cfc-8d80-11d8-abbb-0024217bb78e
"Ntcheu Health Area","Health Area , Public Administrative Unit",0,ba1f8df6-8d80-11d8-abbb-0024217bb78e
"Ntcheu Health District","Health District , Public Administrative Unit",0,ba1f8ef0-8d80-11d8-abbb-0024217bb78e
"Ntchisi District Health Office","District Health Office , Public Health Facility",0,ba1f8fea-8d80-11d8-abbb-0024217bb78e
"Ntchisi District Hospital","District Hospital , Public Health Facility",0,ba1f90e4-8d80-11d8-abbb-0024217bb78e
"Ntchisi Health Area","Health Area , Public Administrative Unit",0,ba1f91de-8d80-11d8-abbb-0024217bb78e
"Ntchisi Health District","Health District , Public Administrative Unit",0,ba1f92ce-8d80-11d8-abbb-0024217bb78e
"Nthalire Health Centre","Health Centre , Public Health Facility",0,ba1f93c8-8d80-11d8-abbb-0024217bb78e
"Nthenje Dispensary","Dispensary , Private Health Facility",0,ba1f94b8-8d80-11d8-abbb-0024217bb78e
"Nthondo Health Centre (Lilongwe)","Health Centre , Public Health Facility",0,ba1f95b2-8d80-11d8-abbb-0024217bb78e
"Nthondo Health Centre (Ntchisi)","Health Centre , Public Health Facility",0,ba1f96a2-8d80-11d8-abbb-0024217bb78e
"Nthungwa Health Centre","Health Centre , Public Health Facility",0,ba1f979c-8d80-11d8-abbb-0024217bb78e
"Nyambi Health Centre","Health Centre , Public Health Facility",0,ba1f988c-8d80-11d8-abbb-0024217bb78e
"Nyamithuthu Health Centre","Health Centre , Public Health Facility",0,ba1f9986-8d80-11d8-abbb-0024217bb78e
"Nyungwe Health Centre","Health Centre , Public Health Facility",0,ba1f9a80-8d80-11d8-abbb-0024217bb78e
"Nzama Health Centre","Health Centre , Private Health Facility",0,ba1f9b70-8d80-11d8-abbb-0024217bb78e
"Ofesi Dispensary","Dispensary , Public Health Facility",0,ba1f9c60-8d80-11d8-abbb-0024217bb78e
"Old Maula Court Health Centre","Health Centre , Public Health Facility",0,ba1f9d5a-8d80-11d8-abbb-0024217bb78e
"Phalombe Dispensary","Dispensary , Public Health Facility",0,ba1f9e54-8d80-11d8-abbb-0024217bb78e
"Phalombe District Health Office","District Health Office , Public Health Facility",0,ba1f9f4e-8d80-11d8-abbb-0024217bb78e
"Phalombe Health Area","Health Area , Public Administrative Unit",0,ba1fa048-8d80-11d8-abbb-0024217bb78e
"Phalombe Health District","Health District , Public Administrative Unit",0,ba1fa142-8d80-11d8-abbb-0024217bb78e
"Phalombe Mission Hospital","Hospital , Private Health Facility",0,ba1fa232-8d80-11d8-abbb-0024217bb78e
"Phalula Health Centre","Health Centre , Public Health Facility",0,ba1fa34a-8d80-11d8-abbb-0024217bb78e
"Phimbi Health Centre","Health Centre , Public Health Facility",0,ba1fa4e4-8d80-11d8-abbb-0024217bb78e
"Phirilongwe Health Centre","Health Centre , Public Health Facility",0,ba1fa674-8d80-11d8-abbb-0024217bb78e
"Phokera Dispensary","Dispensary , Public Health Facility",0,ba1fa886-8d80-11d8-abbb-0024217bb78e
"PIM Health Centre","Health Centre , Private Health Facility",0,ba1faa20-8d80-11d8-abbb-0024217bb78e
"Pirimiti Health Centre","Health Centre , Private Health Facility",0,ba1fabba-8d80-11d8-abbb-0024217bb78e
"Police (Area 30) Dispensary","Dispensary , Public Health Facility",0,ba1fad5e-8d80-11d8-abbb-0024217bb78e
"Police College Dispensary","Dispensary , Public Health Facility",0,ba1faef8-8d80-11d8-abbb-0024217bb78e
"Police College Hospital (Zomba)","Hospital , Public Health Facility",0,ba1fb092-8d80-11d8-abbb-0024217bb78e
"Queen Elizabeth Central Hospital","Central Hospital , Public Health Facility arv code:QEC",0,ba1fb22c-8d80-11d8-abbb-0024217bb78e
"Raiply Dispensary Clinic","Dispensary , Public Health Facility",0,ba1fb3c6-8d80-11d8-abbb-0024217bb78e
"Ruarwe Dispensary","Dispensary , Public Health Facility",0,ba1fb56a-8d80-11d8-abbb-0024217bb78e
"Rumphi District Health Office","District Health Office , Public Health Facility",0,ba1fb6fa-8d80-11d8-abbb-0024217bb78e
"Rumphi District Hospital","District Hospital , Public Health Facility",0,ba1fb894-8d80-11d8-abbb-0024217bb78e
"Rumphi Health Area","Health Area , Public Administrative Unit",0,ba1fba2e-8d80-11d8-abbb-0024217bb78e
"Rumphi Health District","Health District , Public Administrative Unit",0,ba1fbbc8-8d80-11d8-abbb-0024217bb78e
"Salima District Health Office","District Health Office , Public Health Facility",0,ba1fbd62-8d80-11d8-abbb-0024217bb78e
"Salima District Hospital","District Hospital , Public Health Facility arv code:SAL",0,ba1fbefc-8d80-11d8-abbb-0024217bb78e
"Salima Health Area","Health Area , Public Administrative Unit",0,ba1fc096-8d80-11d8-abbb-0024217bb78e
"Salima Health District","Health District , Public Administrative Unit",0,ba1fc230-8d80-11d8-abbb-0024217bb78e
"Sangilo Health Centre","Health Centre , Private Health Facility",0,ba1fc320-8d80-11d8-abbb-0024217bb78e
"Sankhulani Health Centre","Health Centre , Public Health Facility",0,ba1fc41a-8d80-11d8-abbb-0024217bb78e
"Santhe Health Centre","Health Centre , Public Health Facility",0,ba1fc50a-8d80-11d8-abbb-0024217bb78e
"Senga Bay Baptist Dispensary","Dispensary , Private Health Facility",0,ba1fc5fa-8d80-11d8-abbb-0024217bb78e
"Senzani Health Centre","Health Centre , Private Health Facility",0,ba1fc6ea-8d80-11d8-abbb-0024217bb78e
"Sharpe Valley Maternity","Maternity , Private Health Facility",0,ba1fc7e4-8d80-11d8-abbb-0024217bb78e
"Simlemba Health Centre","Health Centre , Public Health Facility",0,ba1fc8d4-8d80-11d8-abbb-0024217bb78e
"Sinyala Health Centre","Health Centre , Public Health Facility",0,ba1fc9ce-8d80-11d8-abbb-0024217bb78e
"Sister Teleza Health Centre","Health Centre , Public Health Facility",0,ba1fcac8-8d80-11d8-abbb-0024217bb78e
"Soche Dispensary","Dispensary , Private Health Facility",0,ba1fcbb8-8d80-11d8-abbb-0024217bb78e
"Soche Maternity","Maternity , Public Health Facility",0,ba1fccb2-8d80-11d8-abbb-0024217bb78e
"Sorgin Health Centre","Health Centre , Public Health Facility",0,ba1fcda2-8d80-11d8-abbb-0024217bb78e
"South Lunzu Dispensary","Dispensary , Public Health Facility",0,ba1fce92-8d80-11d8-abbb-0024217bb78e
"South Lunzu Health Centre","Health Centre , Public Health Facility",0,ba20545c-8d80-11d8-abbb-0024217bb78e
"St Anne's Mission Hospital","Health Centre , Private Health Facility",0,ba20556a-8d80-11d8-abbb-0024217bb78e
"St Annes Hospital","Hospital , Private Health Facility",0,ba205664-8d80-11d8-abbb-0024217bb78e
"St Gabriels Hospital","Hospital , Private Health Facility",0,ba20575e-8d80-11d8-abbb-0024217bb78e
"St Johns Mzuzu Hospital","Hospital , Private Health Facility",0,ba205858-8d80-11d8-abbb-0024217bb78e
"St Johns of God Mental Hospital","Mental Hospital , Private Health Facility",0,ba205948-8d80-11d8-abbb-0024217bb78e
"St Josephs Mitengo Health Centre","Health Centre , Private Health Facility",0,ba205a42-8d80-11d8-abbb-0024217bb78e
"St Lukes Hospital","Hospital , Private Health Facility",0,ba205b3c-8d80-11d8-abbb-0024217bb78e
"St Marthas Health Centre","Health Centre , Private Health Facility",0,ba205c36-8d80-11d8-abbb-0024217bb78e
"St Martin Hospital","Hospital , Private Health Facility",0,ba205d26-8d80-11d8-abbb-0024217bb78e
"St Martins Health Centre","Health Centre , Private Health Facility",0,ba205e20-8d80-11d8-abbb-0024217bb78e
"St Martins Molere Health Centre","Health Centre , Private Health Facility",0,ba205f10-8d80-11d8-abbb-0024217bb78e
"St Montfort Hospital","Hospital , Private Health Facility",0,ba20600a-8d80-11d8-abbb-0024217bb78e
"St Patricks Rumphi Health Centre","Health Centre , Private Health Facility",0,ba206104-8d80-11d8-abbb-0024217bb78e
"St Peters Mission Rural Hospital (Likoma) ","Rural Hospital , Private Health Facility",0,ba2061f4-8d80-11d8-abbb-0024217bb78e
"St Peters Hospital","Hospital , Private Health Facility",0,ba2062ee-8d80-11d8-abbb-0024217bb78e
"State House Dispensary","Dispensary , Public Health Facility",0,ba2063de-8d80-11d8-abbb-0024217bb78e
"SUCOMA Health Centre (Illovo)","Health Centre , Private Health Facility",0,ba2064d8-8d80-11d8-abbb-0024217bb78e
"Sukasanje Health Centre","Health Centre , Private Health Facility",0,ba2065d2-8d80-11d8-abbb-0024217bb78e
"Tcharo Dispensary","Dispensary , Private Health Facility",0,ba2066c2-8d80-11d8-abbb-0024217bb78e
"Tembwe Health Centre","Dispensary , Public Health Facility",0,ba2067bc-8d80-11d8-abbb-0024217bb78e
"Tengani Health Centre","Health Centre , Public Health Facility",0,ba2068b6-8d80-11d8-abbb-0024217bb78e
"Thambani Health Centre","Health Centre , Public Health Facility",0,ba2069a6-8d80-11d8-abbb-0024217bb78e
"Thavite Health Centre","Health Centre , Private Health Facility",0,ba206aa0-8d80-11d8-abbb-0024217bb78e
"Thekerani Rural Hospital","Rural Hospital , Public Health Facility",0,ba206b90-8d80-11d8-abbb-0024217bb78e
"Thembe Dispensary","Dispensary , Private Health Facility",0,ba206c8a-8d80-11d8-abbb-0024217bb78e
"Thomasi Health Centre","Health Centre , Private Health Facility",0,ba206d7a-8d80-11d8-abbb-0024217bb78e
"Thondwe Dispensary","Dispensary , Public Health Facility",0,ba206e74-8d80-11d8-abbb-0024217bb78e
"Thonje Health Centre","Health Centre , Public Health Facility",0,ba206f6e-8d80-11d8-abbb-0024217bb78e
"Thuchila Health Centre","Health Centre , Public Health Facility",0,ba20705e-8d80-11d8-abbb-0024217bb78e
"Thunduwike Health Centre","Health Centre , Public Health Facility",0,ba207522-8d80-11d8-abbb-0024217bb78e
"Thyolo District Health Office","District Health Office , Public Health Facility",0,ba207612-8d80-11d8-abbb-0024217bb78e
"Thyolo District Hospital","District Hospital , Public Health Facility",0,ba207702-8d80-11d8-abbb-0024217bb78e
"Thyolo Health Area","Health Area , Public Administrative Unit",0,ba2077fc-8d80-11d8-abbb-0024217bb78e
"Thyolo Health District","Health District , Public Administrative Unit",0,ba2078f6-8d80-11d8-abbb-0024217bb78e
"Trinity - Fatima Hospital","Hospital , Private Health Facility",0,ba2079f0-8d80-11d8-abbb-0024217bb78e
"Tsangano Health Centre","Dispensary , Private Health Facility",0,ba207ae0-8d80-11d8-abbb-0024217bb78e
"Tsoyo Maternity","Maternity , Public Health Facility",0,ba207bda-8d80-11d8-abbb-0024217bb78e
"Tulonkhondo Health Centre","Health Centre , Public Health Facility",0,ba207cd4-8d80-11d8-abbb-0024217bb78e
"Ukwe Health Centre","Health Centre , Public Health Facility",0,ba207dc4-8d80-11d8-abbb-0024217bb78e
"Ulongwe Health Centre","Health Centre , Private Health Facility",0,ba207ebe-8d80-11d8-abbb-0024217bb78e
"Usisya Health Centre","Health Centre , Public Health Facility",0,ba207fcc-8d80-11d8-abbb-0024217bb78e
"Utale 1 Health Centre","Health Centre , Private Health Facility",0,ba2080bc-8d80-11d8-abbb-0024217bb78e
"Utale 2 Health Centre","Health Centre , Private Health Facility",0,ba2081a2-8d80-11d8-abbb-0024217bb78e
"Vibangalala Health Centre","Dispensary , Public Health Facility",0,ba208288-8d80-11d8-abbb-0024217bb78e
"Wenya Health Centre","Health Centre , Public Health Facility",0,ba208378-8d80-11d8-abbb-0024217bb78e
"Wiliro Health Centre","Health Centre , Public Health Facility",0,ba20845e-8d80-11d8-abbb-0024217bb78e
"Wimbe Health Centre","Health Centre , Public Health Facility",0,ba208544-8d80-11d8-abbb-0024217bb78e
"Zingwangwa Urban Health Centre","Health Centre , Public Health Facility",0,ba208634-8d80-11d8-abbb-0024217bb78e
"Zoa Dispensary","Dispensary , Public Health Facility",0,ba208846-8d80-11d8-abbb-0024217bb78e
"Zoa Maternity","Maternity , Private Health Facility",0,ba208936-8d80-11d8-abbb-0024217bb78e
"Zomba Central Hospital","Central Hospital , Public Health Facility",0,ba208a26-8d80-11d8-abbb-0024217bb78e
"Zomba District Health Office","District Health Office , Public Health Facility",0,ba208b20-8d80-11d8-abbb-0024217bb78e
"Zomba Forestry Dispensary","Dispensary , Public Health Facility",0,ba208c1a-8d80-11d8-abbb-0024217bb78e
"Zomba Health Area","Health Area , Public Administrative Unit",0,ba208d14-8d80-11d8-abbb-0024217bb78e
"Zomba Health District","Health District , Public Administrative Unit",0,ba208e04-8d80-11d8-abbb-0024217bb78e
"Zomba Mental Hospital","Mental Hospital , Public Health Facility",0,ba208efe-8d80-11d8-abbb-0024217bb78e
"Zomba Central Prison Clinic","Dispensary , Public Health Facility",0,ba208ff8-8d80-11d8-abbb-0024217bb78e
"Kamuzu Central Hospital","Government Hospital (arv code:KCH)",0,ba2090f2-8d80-11d8-abbb-0024217bb78e
"Moyo Clinic (Lilongwe)",Clinic,0,ba2092e6-8d80-11d8-abbb-0024217bb78e
"Dalitso Clinic",0,ba2093e0-8d80-11d8-abbb-0024217bb78e
"Martin Preuss Centre","arv code:MPC",0,ba2094d0-8d80-11d8-abbb-0024217bb78e
Lighthouse,"arv code:LLH",0,ba2095ca-8d80-11d8-abbb-0024217bb78e
"Lighthouse HTC","Health Centre",0,ba2096c4-8d80-11d8-abbb-0024217bb78e
"Partners in Hope",0,ba2097be-8d80-11d8-abbb-0024217bb78e
"MACRO Blantyre","Malawi AIDS Counselling & Resource Organisation",0,ba2098b8-8d80-11d8-abbb-0024217bb78e
Lepra,"Voluntary Counseling and Testing",0,ba2099a8-8d80-11d8-abbb-0024217bb78e
"Adventist Hospital (Blantyre)","District hospital
",0,ba209aa2-8d80-11d8-abbb-0024217bb78e
Tiyanjane,0,ba209b9c-8d80-11d8-abbb-0024217bb78e
Napham,0,ba209c96-8d80-11d8-abbb-0024217bb78e
"Mwaiwathu Private Hospital","Other hospital
",0,ba209d90-8d80-11d8-abbb-0024217bb78e
"John Hopkins",0,ba2120f8-8d80-11d8-abbb-0024217bb78e
"College of Medicine",0,ba212206-8d80-11d8-abbb-0024217bb78e
"UNC Project Bwaila Hospital","University of North Carolina Project",0,ba212300-8d80-11d8-abbb-0024217bb78e
"UNC Project Tidziwe Centre","University of North Carolina",0,ba2123fa-8d80-11d8-abbb-0024217bb78e
"UNC Project Area 18 Health Centre","UNC at Area 18 Health Centre",0,ba2124f4-8d80-11d8-abbb-0024217bb78e
"UNC Project Area 25 Health Centre","UNC at Area 25 Health Centre",0,ba2125ee-8d80-11d8-abbb-0024217bb78e
"UNC Project Kawale Health Centre","UNC at Kawale Health Centre",0,ba2126e8-8d80-11d8-abbb-0024217bb78e
"MACRO Mzuzu","Malawi AIDS Counselling & Resource Organisation",0,ba2127e2-8d80-11d8-abbb-0024217bb78e
"MACRO Lilongwe","Malawi AIDS Counselling & Resource Organisation",0,ba2128dc-8d80-11d8-abbb-0024217bb78e
"XYZ Hospital","arv code:XYZ",0,ba2129d6-8d80-11d8-abbb-0024217bb78e
"SOS Clinic",NULL,0,ba212ac6-8d80-11d8-abbb-0024217bb78e
Registration,"Workstation Location",0,ba212bc0-8d80-11d8-abbb-0024217bb78e
Vitals,"Workstation Location",0,ba212cba-8d80-11d8-abbb-0024217bb78e
Outpatient,"Workstation Location",0,ba212db4-8d80-11d8-abbb-0024217bb78e
"HIV Reception","Workstation Location",0,ba212ea4-8d80-11d8-abbb-0024217bb78e
"HIV Clinician Station","Workstation Location",0,ba212f9e-8d80-11d8-abbb-0024217bb78e
"HIV Nurse Station","Workstation Location",0,ba213098-8d80-11d8-abbb-0024217bb78e
"Chronic Cough","Workstation Location",0,ba213192-8d80-11d8-abbb-0024217bb78e
"TB Reception","Workstation Location",0,ba213282-8d80-11d8-abbb-0024217bb78e
"TB Sputum Submission Station","Workstation Location",0,ba21337c-8d80-11d8-abbb-0024217bb78e
Retrospective,"Workstation Location",0,ba213b1a-8d80-11d8-abbb-0024217bb78e
"TB Clinician Station","Workstation Location",0,ba213c14-8d80-11d8-abbb-0024217bb78e
"TB Registration","Workstation Location",0,ba213d04-8d80-11d8-abbb-0024217bb78e
"TB Followup Room","Workstation Location",0,ba213e08-8d80-11d8-abbb-0024217bb78e
Pharmacy,"Workstation Location",0,ba213f02-8d80-11d8-abbb-0024217bb78e
"Baylor Childrens Centre Of Excellence In Malawi","Health Centre, Private Health Facility",0,ba213ffc-8d80-11d8-abbb-0024217bb78e
"Dae-Yang Hospital","Hospital, Private Hospital",0,ba2140f6-8d80-11d8-abbb-0024217bb78e
"TB HTC","workstation location",0,ba2141e6-8d80-11d8-abbb-0024217bb78e
"Ward 4B",Ward,0,ba2142e0-8d80-11d8-abbb-0024217bb78e
"Ward 3A",Ward,0,ba2143da-8d80-11d8-abbb-0024217bb78e
"Gynaecology Ward",Ward,0,ba2144ca-8d80-11d8-abbb-0024217bb78e
"Ward 5A",Ward,0,ba2145c4-8d80-11d8-abbb-0024217bb78e
"Ward 5B",Ward,0,ba2146be-8d80-11d8-abbb-0024217bb78e
"Ward 6A",Ward,0,ba2147ae-8d80-11d8-abbb-0024217bb78e
Burns,Ward,0,ba2148a8-8d80-11d8-abbb-0024217bb78e
"Ante-natal Ward",Ward,0,ba2149a2-8d80-11d8-abbb-0024217bb78e
"Labour Ward",Ward,0,ba214a9c-8d80-11d8-abbb-0024217bb78e
"Post-natal Ward",Ward,0,ba214b96-8d80-11d8-abbb-0024217bb78e
"Post-natal Ward (Low Risk)",Ward,0,ba214c86-8d80-11d8-abbb-0024217bb78e
"Post-natal Ward (High Risk)",Ward,0,ba214d80-8d80-11d8-abbb-0024217bb78e
"Moyo Ward",Ward,0,ba214e70-8d80-11d8-abbb-0024217bb78e
"Peadiatrics Nursery Ward",Ward,0,ba214f6a-8d80-11d8-abbb-0024217bb78e
"Paeiatrics Special Care Ward",Ward,0,ba21505a-8d80-11d8-abbb-0024217bb78e
"Paediatrics Surgical Ward",Ward,0,ba215154-8d80-11d8-abbb-0024217bb78e
"Oncology Ward",Ward,0,ba215258-8d80-11d8-abbb-0024217bb78e
"Malaria Research Ward",Ward,0,ba215348-8d80-11d8-abbb-0024217bb78e
"Ligowe Health Centre","Health Centre , Public Health Facility",0,ba215442-8d80-11d8-abbb-0024217bb78e
"Midzemba Health Centre","Health Centre , Public Health Facility",0,ba21553c-8d80-11d8-abbb-0024217bb78e
"Shortstay Ward",Ward,0,ba215668-8d80-11d8-abbb-0024217bb78e
"Ward 4A",Ward,0,ba215816-8d80-11d8-abbb-0024217bb78e
"Ward 3B",Ward,0,ba215910-8d80-11d8-abbb-0024217bb78e
"Ward 1A",Ward,0,ba215a14-8d80-11d8-abbb-0024217bb78e
